area_name,area_code,date,new_cases,total_cases
Harrow,E09000015,2020-07-25,1,1294
Havering,E09000016,2020-07-25,1,983
Hillingdon,E09000017,2020-07-25,0,1140
Hounslow,E09000018,2020-07-25,0,1099
Islington,E09000019,2020-07-25,1,581
Kensington and Chelsea,E09000020,2020-07-25,1,593
Kingston upon Thames,E09000021,2020-07-25,1,753
Lambeth,E09000022,2020-07-25,2,1401
Lewisham,E09000023,2020-07-25,5,1240
Merton,E09000024,2020-07-25,0,957
Newham,E09000025,2020-07-25,6,1323
Redbridge,E09000026,2020-07-25,2,1152
Richmond upon Thames,E09000027,2020-07-25,1,544
Southwark,E09000028,2020-07-25,2,1478
Sutton,E09000029,2020-07-25,3,1030
Tower Hamlets,E09000030,2020-07-25,1,871
Waltham Forest,E09000031,2020-07-25,2,1042
Wandsworth,E09000032,2020-07-25,1,1203
Westminster,E09000033,2020-07-25,1,815
Barking and Dagenham,E09000002,2020-07-26,7,748
Barnet,E09000003,2020-07-26,0,1659
Bexley,E09000004,2020-07-26,0,1104
Brent,E09000005,2020-07-26,3,1780
Bromley,E09000006,2020-07-26,0,1531
Camden,E09000007,2020-07-26,3,707
Croydon,E09000008,2020-07-26,2,1891
Ealing,E09000009,2020-07-26,1,1602
Enfield,E09000010,2020-07-26,2,1218
Greenwich,E09000011,2020-07-26,4,976
Hackney and City of London,E09000012,2020-07-26,13,939
Hammersmith and Fulham,E09000013,2020-07-26,2,785
Haringey,E09000014,2020-07-26,3,800
Harrow,E09000015,2020-07-26,2,1296
Havering,E09000016,2020-07-26,0,983
Hillingdon,E09000017,2020-07-26,1,1141
Hounslow,E09000018,2020-07-26,2,1101
Islington,E09000019,2020-07-26,2,583
Kensington and Chelsea,E09000020,2020-07-26,1,594
Kingston upon Thames,E09000021,2020-07-26,1,754
Lambeth,E09000022,2020-07-26,1,1402
Lewisham,E09000023,2020-07-26,0,1240
Merton,E09000024,2020-07-26,0,957
Newham,E09000025,2020-07-26,3,1326
Redbridge,E09000026,2020-07-26,4,1156
Richmond upon Thames,E09000027,2020-07-26,0,544
Southwark,E09000028,2020-07-26,4,1482
Sutton,E09000029,2020-07-26,0,1030
Tower Hamlets,E09000030,2020-07-26,0,871
Waltham Forest,E09000031,2020-07-26,1,1043
Wandsworth,E09000032,2020-07-26,1,1204
Westminster,E09000033,2020-07-26,2,817
Barking and Dagenham,E09000002,2020-07-27,3,751
Barnet,E09000003,2020-07-27,8,1667
Bexley,E09000004,2020-07-27,4,1108
Brent,E09000005,2020-07-27,9,1789
Bromley,E09000006,2020-07-27,2,1533
Camden,E09000007,2020-07-27,1,708
Croydon,E09000008,2020-07-27,4,1895
Ealing,E09000009,2020-07-27,4,1606
Enfield,E09000010,2020-07-27,1,1219
Greenwich,E09000011,2020-07-27,3,979
Hackney and City of London,E09000012,2020-07-27,9,948
Hammersmith and Fulham,E09000013,2020-07-27,2,787
Haringey,E09000014,2020-07-27,1,801
Harrow,E09000015,2020-07-27,5,1301
Havering,E09000016,2020-07-27,3,986
Hillingdon,E09000017,2020-07-27,1,1142
Hounslow,E09000018,2020-07-27,3,1104
Islington,E09000019,2020-07-27,2,585
Kensington and Chelsea,E09000020,2020-07-27,1,595
Kingston upon Thames,E09000021,2020-07-27,0,754
Lambeth,E09000022,2020-07-27,2,1404
Lewisham,E09000023,2020-07-27,4,1244
Merton,E09000024,2020-07-27,0,957
Newham,E09000025,2020-07-27,7,1333
Redbridge,E09000026,2020-07-27,1,1157
Richmond upon Thames,E09000027,2020-07-27,2,546
Southwark,E09000028,2020-07-27,3,1485
Sutton,E09000029,2020-07-27,2,1032
Tower Hamlets,E09000030,2020-07-27,4,875
Waltham Forest,E09000031,2020-07-27,1,1044
Wandsworth,E09000032,2020-07-27,5,1209
Westminster,E09000033,2020-07-27,4,821
Barking and Dagenham,E09000002,2020-07-28,6,757
Barnet,E09000003,2020-07-28,8,1675
Bexley,E09000004,2020-07-28,0,1108
Brent,E09000005,2020-07-28,3,1792
Bromley,E09000006,2020-07-28,1,1534
Camden,E09000007,2020-07-28,1,709
Croydon,E09000008,2020-07-28,2,1897
Ealing,E09000009,2020-07-28,6,1612
Enfield,E09000010,2020-07-28,4,1223
Greenwich,E09000011,2020-07-28,0,979
Hackney and City of London,E09000012,2020-07-28,10,958
Hammersmith and Fulham,E09000013,2020-07-28,0,787
Haringey,E09000014,2020-07-28,2,803
Harrow,E09000015,2020-07-28,5,1306
Havering,E09000016,2020-07-28,4,990
Hillingdon,E09000017,2020-07-28,6,1148
Hounslow,E09000018,2020-07-28,3,1107
Islington,E09000019,2020-07-28,2,587
Kensington and Chelsea,E09000020,2020-07-28,3,598
Kingston upon Thames,E09000021,2020-07-28,0,754
Lambeth,E09000022,2020-07-28,9,1413
Lewisham,E09000023,2020-07-28,1,1245
Merton,E09000024,2020-07-28,0,957
Newham,E09000025,2020-07-28,2,1335
Redbridge,E09000026,2020-07-28,4,1161
Richmond upon Thames,E09000027,2020-07-28,1,547
Southwark,E09000028,2020-07-28,4,1489
Sutton,E09000029,2020-07-28,2,1034
Tower Hamlets,E09000030,2020-07-28,4,879
Waltham Forest,E09000031,2020-07-28,2,1046
Wandsworth,E09000032,2020-07-28,4,1213
Westminster,E09000033,2020-07-28,1,822
Barking and Dagenham,E09000002,2020-07-29,9,766
Barnet,E09000003,2020-07-29,5,1680
Bexley,E09000004,2020-07-29,2,1110
Brent,E09000005,2020-07-29,3,1795
Bromley,E09000006,2020-07-29,3,1537
Camden,E09000007,2020-07-29,1,710
Croydon,E09000008,2020-07-29,3,1900
Ealing,E09000009,2020-07-29,3,1615
Enfield,E09000010,2020-07-29,4,1227
Greenwich,E09000011,2020-07-29,0,979
Hackney and City of London,E09000012,2020-07-29,15,973
Hammersmith and Fulham,E09000013,2020-07-29,1,788
Haringey,E09000014,2020-07-29,4,807
Harrow,E09000015,2020-07-29,2,1308
Havering,E09000016,2020-07-29,3,993
Hillingdon,E09000017,2020-07-29,1,1149
Hounslow,E09000018,2020-07-29,3,1110
Islington,E09000019,2020-07-29,1,588
Kensington and Chelsea,E09000020,2020-07-29,2,600
Kingston upon Thames,E09000021,2020-07-29,0,754
Lambeth,E09000022,2020-07-29,1,1414
Lewisham,E09000023,2020-07-29,4,1249
Merton,E09000024,2020-07-29,2,959
Newham,E09000025,2020-07-29,5,1340
Redbridge,E09000026,2020-07-29,4,1165
Richmond upon Thames,E09000027,2020-07-29,2,549
Southwark,E09000028,2020-07-29,3,1492
Sutton,E09000029,2020-07-29,1,1035
Tower Hamlets,E09000030,2020-07-29,5,884
Waltham Forest,E09000031,2020-07-29,0,1046
Wandsworth,E09000032,2020-07-29,2,1215
Westminster,E09000033,2020-07-29,7,829
Barking and Dagenham,E09000002,2020-07-30,4,770
Barnet,E09000003,2020-07-30,9,1689
Bexley,E09000004,2020-07-30,1,1111
Brent,E09000005,2020-07-30,4,1799
Bromley,E09000006,2020-07-30,2,1539
Camden,E09000007,2020-07-30,1,711
Croydon,E09000008,2020-07-30,2,1902
Ealing,E09000009,2020-07-30,2,1617
Enfield,E09000010,2020-07-30,7,1234
Greenwich,E09000011,2020-07-30,6,985
Hackney and City of London,E09000012,2020-07-30,8,981
Hammersmith and Fulham,E09000013,2020-07-30,3,791
Haringey,E09000014,2020-07-30,4,811
Harrow,E09000015,2020-07-30,2,1310
Havering,E09000016,2020-07-30,5,998
Hillingdon,E09000017,2020-07-30,3,1152
Hounslow,E09000018,2020-07-30,1,1111
Islington,E09000019,2020-07-30,1,589
Kensington and Chelsea,E09000020,2020-07-30,0,600
Kingston upon Thames,E09000021,2020-07-30,2,756
Lambeth,E09000022,2020-07-30,8,1422
Lewisham,E09000023,2020-07-30,3,1252
Merton,E09000024,2020-07-30,1,960
Newham,E09000025,2020-07-30,0,1340
Redbridge,E09000026,2020-07-30,5,1170
Richmond upon Thames,E09000027,2020-07-30,2,551
Southwark,E09000028,2020-07-30,1,1493
Sutton,E09000029,2020-07-30,0,1035
Tower Hamlets,E09000030,2020-07-30,3,887
Waltham Forest,E09000031,2020-07-30,2,1048
Wandsworth,E09000032,2020-07-30,7,1222
Westminster,E09000033,2020-07-30,3,832
Barking and Dagenham,E09000002,2020-07-31,1,771
Barnet,E09000003,2020-07-31,3,1692
Bexley,E09000004,2020-07-31,1,1112
Brent,E09000005,2020-07-31,3,1802
Bromley,E09000006,2020-07-31,2,1541
Camden,E09000007,2020-07-31,2,713
Croydon,E09000008,2020-07-31,0,1902
Ealing,E09000009,2020-07-31,3,1620
Enfield,E09000010,2020-07-31,2,1236
Greenwich,E09000011,2020-07-31,1,986
Hackney and City of London,E09000012,2020-07-31,4,985
Hammersmith and Fulham,E09000013,2020-07-31,3,794
Haringey,E09000014,2020-07-31,1,812
Harrow,E09000015,2020-07-31,3,1313
Havering,E09000016,2020-07-31,2,1000
Hillingdon,E09000017,2020-07-31,1,1153
Hounslow,E09000018,2020-07-31,6,1117
Islington,E09000019,2020-07-31,2,591
Kensington and Chelsea,E09000020,2020-07-31,3,603
Kingston upon Thames,E09000021,2020-07-31,0,756
Lambeth,E09000022,2020-07-31,3,1425
Lewisham,E09000023,2020-07-31,3,1255
Merton,E09000024,2020-07-31,4,964
Newham,E09000025,2020-07-31,1,1341
Redbridge,E09000026,2020-07-31,3,1173
Richmond upon Thames,E09000027,2020-07-31,1,552
Southwark,E09000028,2020-07-31,0,1493
Sutton,E09000029,2020-07-31,2,1037
Tower Hamlets,E09000030,2020-07-31,3,890
Waltham Forest,E09000031,2020-07-31,1,1049
Wandsworth,E09000032,2020-07-31,6,1228
Westminster,E09000033,2020-07-31,3,835
Barking and Dagenham,E09000002,2020-08-01,2,773
Barnet,E09000003,2020-08-01,4,1696
Bexley,E09000004,2020-08-01,0,1112
Brent,E09000005,2020-08-01,1,1803
Bromley,E09000006,2020-08-01,0,1541
Camden,E09000007,2020-08-01,1,714
Croydon,E09000008,2020-08-01,0,1902
Ealing,E09000009,2020-08-01,5,1625
Enfield,E09000010,2020-08-01,2,1238
Greenwich,E09000011,2020-08-01,1,987
Hackney and City of London,E09000012,2020-08-01,1,986
Hammersmith and Fulham,E09000013,2020-08-01,4,798
Haringey,E09000014,2020-08-01,4,816
Harrow,E09000015,2020-08-01,1,1314
Havering,E09000016,2020-08-01,3,1003
Hillingdon,E09000017,2020-08-01,3,1156
Hounslow,E09000018,2020-08-01,4,1121
Islington,E09000019,2020-08-01,2,593
Kensington and Chelsea,E09000020,2020-08-01,1,604
Kingston upon Thames,E09000021,2020-08-01,1,757
Lambeth,E09000022,2020-08-01,0,1425
Lewisham,E09000023,2020-08-01,1,1256
Merton,E09000024,2020-08-01,0,964
Newham,E09000025,2020-08-01,3,1344
Redbridge,E09000026,2020-08-01,1,1174
Richmond upon Thames,E09000027,2020-08-01,1,553
Southwark,E09000028,2020-08-01,2,1495
Sutton,E09000029,2020-08-01,0,1037
Tower Hamlets,E09000030,2020-08-01,6,896
Waltham Forest,E09000031,2020-08-01,1,1050
Wandsworth,E09000032,2020-08-01,2,1230
Westminster,E09000033,2020-08-01,1,836
Barking and Dagenham,E09000002,2020-08-02,2,775
Barnet,E09000003,2020-08-02,7,1703
Bexley,E09000004,2020-08-02,0,1112
Brent,E09000005,2020-08-02,1,1804
Bromley,E09000006,2020-08-02,1,1542
Camden,E09000007,2020-08-02,0,714
Croydon,E09000008,2020-08-02,0,1902
Ealing,E09000009,2020-08-02,7,1632
Enfield,E09000010,2020-08-02,3,1241
Greenwich,E09000011,2020-08-02,2,989
Hackney and City of London,E09000012,2020-08-02,6,992
Hammersmith and Fulham,E09000013,2020-08-02,0,798
Haringey,E09000014,2020-08-02,2,818
Harrow,E09000015,2020-08-02,2,1316
Havering,E09000016,2020-08-02,1,1004
Hillingdon,E09000017,2020-08-02,1,1157
Hounslow,E09000018,2020-08-02,9,1130
Islington,E09000019,2020-08-02,1,594
Kensington and Chelsea,E09000020,2020-08-02,1,605
Kingston upon Thames,E09000021,2020-08-02,0,757
Lambeth,E09000022,2020-08-02,10,1435
Lewisham,E09000023,2020-08-02,0,1256
Merton,E09000024,2020-08-02,2,966
Newham,E09000025,2020-08-02,1,1345
Redbridge,E09000026,2020-08-02,6,1180
Richmond upon Thames,E09000027,2020-08-02,0,553
Southwark,E09000028,2020-08-02,2,1497
Sutton,E09000029,2020-08-02,0,1037
Tower Hamlets,E09000030,2020-08-02,1,897
Waltham Forest,E09000031,2020-08-02,1,1051
Wandsworth,E09000032,2020-08-02,3,1233
Westminster,E09000033,2020-08-02,3,839
Barking and Dagenham,E09000002,2020-08-03,1,776
Barnet,E09000003,2020-08-03,2,1705
Bexley,E09000004,2020-08-03,0,1112
Brent,E09000005,2020-08-03,0,1804
Bromley,E09000006,2020-08-03,1,1543
Camden,E09000007,2020-08-03,1,715
Croydon,E09000008,2020-08-03,4,1906
Ealing,E09000009,2020-08-03,7,1639
Enfield,E09000010,2020-08-03,3,1244
Greenwich,E09000011,2020-08-03,1,990
Hackney and City of London,E09000012,2020-08-03,6,998
Hammersmith and Fulham,E09000013,2020-08-03,1,799
Haringey,E09000014,2020-08-03,2,820
Harrow,E09000015,2020-08-03,0,1316
Havering,E09000016,2020-08-03,4,1008
Hillingdon,E09000017,2020-08-03,3,1160
Hounslow,E09000018,2020-08-03,10,1140
Islington,E09000019,2020-08-03,2,596
Kensington and Chelsea,E09000020,2020-08-03,1,606
Kingston upon Thames,E09000021,2020-08-03,2,759
Lambeth,E09000022,2020-08-03,11,1446
Lewisham,E09000023,2020-08-03,1,1257
Merton,E09000024,2020-08-03,2,968
Newham,E09000025,2020-08-03,1,1346
Redbridge,E09000026,2020-08-03,1,1181
Richmond upon Thames,E09000027,2020-08-03,1,554
Southwark,E09000028,2020-08-03,1,1498
Sutton,E09000029,2020-08-03,2,1039
Tower Hamlets,E09000030,2020-08-03,1,898
Waltham Forest,E09000031,2020-08-03,4,1055
Wandsworth,E09000032,2020-08-03,9,1242
Westminster,E09000033,2020-08-03,3,842
Barking and Dagenham,E09000002,2020-08-04,2,778
Barnet,E09000003,2020-08-04,2,1707
Bexley,E09000004,2020-08-04,0,1112
Brent,E09000005,2020-08-04,1,1805
Bromley,E09000006,2020-08-04,2,1545
Camden,E09000007,2020-08-04,2,717
Croydon,E09000008,2020-08-04,3,1909
Ealing,E09000009,2020-08-04,4,1643
Enfield,E09000010,2020-08-04,2,1246
Greenwich,E09000011,2020-08-04,2,992
Hackney and City of London,E09000012,2020-08-04,13,1011
Hammersmith and Fulham,E09000013,2020-08-04,4,803
Haringey,E09000014,2020-08-04,0,820
Harrow,E09000015,2020-08-04,4,1320
Havering,E09000016,2020-08-04,6,1014
Hillingdon,E09000017,2020-08-04,4,1164
Hounslow,E09000018,2020-08-04,5,1145
Islington,E09000019,2020-08-04,2,598
Kensington and Chelsea,E09000020,2020-08-04,1,607
Kingston upon Thames,E09000021,2020-08-04,2,761
Lambeth,E09000022,2020-08-04,3,1449
Lewisham,E09000023,2020-08-04,1,1258
Merton,E09000024,2020-08-04,2,970
Newham,E09000025,2020-08-04,8,1354
Redbridge,E09000026,2020-08-04,5,1186
Richmond upon Thames,E09000027,2020-08-04,2,556
Southwark,E09000028,2020-08-04,4,1502
Sutton,E09000029,2020-08-04,2,1041
Tower Hamlets,E09000030,2020-08-04,4,902
Waltham Forest,E09000031,2020-08-04,3,1058
Wandsworth,E09000032,2020-08-04,5,1247
Westminster,E09000033,2020-08-04,4,846
Barking and Dagenham,E09000002,2020-08-05,6,784
Barnet,E09000003,2020-08-05,4,1711
Bexley,E09000004,2020-08-05,2,1114
Brent,E09000005,2020-08-05,4,1809
Bromley,E09000006,2020-08-05,6,1551
Camden,E09000007,2020-08-05,3,720
Croydon,E09000008,2020-08-05,1,1910
Ealing,E09000009,2020-08-05,10,1653
Enfield,E09000010,2020-08-05,2,1248
Greenwich,E09000011,2020-08-05,5,997
Hackney and City of London,E09000012,2020-08-05,5,1016
Hammersmith and Fulham,E09000013,2020-08-05,4,807
Haringey,E09000014,2020-08-05,2,822
Harrow,E09000015,2020-08-05,2,1322
Havering,E09000016,2020-08-05,1,1015
Hillingdon,E09000017,2020-08-05,5,1169
Hounslow,E09000018,2020-08-05,2,1147
Islington,E09000019,2020-08-05,2,600
Kensington and Chelsea,E09000020,2020-08-05,1,608
Kingston upon Thames,E09000021,2020-08-05,3,764
Lambeth,E09000022,2020-08-05,5,1454
Lewisham,E09000023,2020-08-05,4,1262
Merton,E09000024,2020-08-05,2,972
Newham,E09000025,2020-08-05,2,1356
Redbridge,E09000026,2020-08-05,3,1189
Richmond upon Thames,E09000027,2020-08-05,2,558
Southwark,E09000028,2020-08-05,2,1504
Sutton,E09000029,2020-08-05,0,1041
Tower Hamlets,E09000030,2020-08-05,2,904
Waltham Forest,E09000031,2020-08-05,4,1062
Wandsworth,E09000032,2020-08-05,8,1255
Westminster,E09000033,2020-08-05,7,853
Barking and Dagenham,E09000002,2020-08-06,1,785
Barnet,E09000003,2020-08-06,5,1716
Bexley,E09000004,2020-08-06,2,1116
Brent,E09000005,2020-08-06,5,1814
Bromley,E09000006,2020-08-06,1,1552
Camden,E09000007,2020-08-06,5,725
Croydon,E09000008,2020-08-06,0,1910
Ealing,E09000009,2020-08-06,3,1656
Enfield,E09000010,2020-08-06,4,1252
Greenwich,E09000011,2020-08-06,3,1000
Hackney and City of London,E09000012,2020-08-06,2,1018
Hammersmith and Fulham,E09000013,2020-08-06,3,810
Haringey,E09000014,2020-08-06,3,825
Harrow,E09000015,2020-08-06,2,1324
Havering,E09000016,2020-08-06,1,1016
Hillingdon,E09000017,2020-08-06,5,1174
Hounslow,E09000018,2020-08-06,8,1155
Islington,E09000019,2020-08-06,5,605
Kensington and Chelsea,E09000020,2020-08-06,3,611
Kingston upon Thames,E09000021,2020-08-06,1,765
Lambeth,E09000022,2020-08-06,3,1457
Lewisham,E09000023,2020-08-06,4,1266
Merton,E09000024,2020-08-06,1,973
Newham,E09000025,2020-08-06,11,1367
Redbridge,E09000026,2020-08-06,1,1190
Richmond upon Thames,E09000027,2020-08-06,2,560
Southwark,E09000028,2020-08-06,2,1506
Sutton,E09000029,2020-08-06,1,1042
Tower Hamlets,E09000030,2020-08-06,4,908
Waltham Forest,E09000031,2020-08-06,6,1068
Wandsworth,E09000032,2020-08-06,3,1258
Westminster,E09000033,2020-08-06,6,859
Barking and Dagenham,E09000002,2020-08-07,1,786
Barnet,E09000003,2020-08-07,9,1725
Bexley,E09000004,2020-08-07,2,1118
Brent,E09000005,2020-08-07,5,1819
Bromley,E09000006,2020-08-07,5,1557
Camden,E09000007,2020-08-07,1,726
Croydon,E09000008,2020-08-07,5,1915
Ealing,E09000009,2020-08-07,7,1663
Enfield,E09000010,2020-08-07,2,1254
Greenwich,E09000011,2020-08-07,0,1000
Hackney and City of London,E09000012,2020-08-07,6,1024
Hammersmith and Fulham,E09000013,2020-08-07,6,816
Haringey,E09000014,2020-08-07,4,829
Harrow,E09000015,2020-08-07,7,1331
Havering,E09000016,2020-08-07,2,1018
Hillingdon,E09000017,2020-08-07,4,1178
Hounslow,E09000018,2020-08-07,3,1158
Islington,E09000019,2020-08-07,3,608
Kensington and Chelsea,E09000020,2020-08-07,1,612
Kingston upon Thames,E09000021,2020-08-07,1,766
Lambeth,E09000022,2020-08-07,1,1458
Lewisham,E09000023,2020-08-07,7,1273
Merton,E09000024,2020-08-07,2,975
Newham,E09000025,2020-08-07,2,1369
Redbridge,E09000026,2020-08-07,14,1204
Richmond upon Thames,E09000027,2020-08-07,1,561
Southwark,E09000028,2020-08-07,5,1511
Sutton,E09000029,2020-08-07,1,1043
Tower Hamlets,E09000030,2020-08-07,4,912
Waltham Forest,E09000031,2020-08-07,2,1070
Wandsworth,E09000032,2020-08-07,1,1259
Westminster,E09000033,2020-08-07,5,864
Barking and Dagenham,E09000002,2020-08-08,3,789
Barnet,E09000003,2020-08-08,2,1727
Bexley,E09000004,2020-08-08,1,1119
Brent,E09000005,2020-08-08,3,1822
Bromley,E09000006,2020-08-08,0,1557
Camden,E09000007,2020-08-08,2,728
Croydon,E09000008,2020-08-08,2,1917
Ealing,E09000009,2020-08-08,2,1665
Enfield,E09000010,2020-08-08,1,1255
Greenwich,E09000011,2020-08-08,0,1000
Hackney and City of London,E09000012,2020-08-08,0,1024
Hammersmith and Fulham,E09000013,2020-08-08,3,819
Haringey,E09000014,2020-08-08,1,830
Harrow,E09000015,2020-08-08,0,1331
Havering,E09000016,2020-08-08,1,1019
Hillingdon,E09000017,2020-08-08,2,1180
Hounslow,E09000018,2020-08-08,4,1162
Islington,E09000019,2020-08-08,0,608
Kensington and Chelsea,E09000020,2020-08-08,3,615
Kingston upon Thames,E09000021,2020-08-08,3,769
Lambeth,E09000022,2020-08-08,1,1459
Lewisham,E09000023,2020-08-08,0,1273
Merton,E09000024,2020-08-08,0,975
Newham,E09000025,2020-08-08,4,1373
Redbridge,E09000026,2020-08-08,7,1211
Richmond upon Thames,E09000027,2020-08-08,3,564
Southwark,E09000028,2020-08-08,4,1515
Sutton,E09000029,2020-08-08,0,1043
Tower Hamlets,E09000030,2020-08-08,0,912
Waltham Forest,E09000031,2020-08-08,0,1070
Wandsworth,E09000032,2020-08-08,1,1260
Westminster,E09000033,2020-08-08,2,866
Barking and Dagenham,E09000002,2020-08-09,1,790
Barnet,E09000003,2020-08-09,2,1729
Bexley,E09000004,2020-08-09,1,1120
Brent,E09000005,2020-08-09,1,1823
Bromley,E09000006,2020-08-09,1,1558
Camden,E09000007,2020-08-09,3,731
Croydon,E09000008,2020-08-09,1,1918
Ealing,E09000009,2020-08-09,5,1670
Enfield,E09000010,2020-08-09,6,1261
Greenwich,E09000011,2020-08-09,1,1001
Hackney and City of London,E09000012,2020-08-09,4,1028
Hammersmith and Fulham,E09000013,2020-08-09,0,819
Haringey,E09000014,2020-08-09,2,832
Harrow,E09000015,2020-08-09,0,1331
Havering,E09000016,2020-08-09,1,1020
Hillingdon,E09000017,2020-08-09,4,1184
Hounslow,E09000018,2020-08-09,5,1167
Islington,E09000019,2020-08-09,0,608
Kensington and Chelsea,E09000020,2020-08-09,4,619
Kingston upon Thames,E09000021,2020-08-09,3,772
Lambeth,E09000022,2020-08-09,2,1461
Lewisham,E09000023,2020-08-09,1,1274
Merton,E09000024,2020-08-09,0,975
Newham,E09000025,2020-08-09,2,1375
Redbridge,E09000026,2020-08-09,6,1217
Richmond upon Thames,E09000027,2020-08-09,1,565
Southwark,E09000028,2020-08-09,2,1517
Sutton,E09000029,2020-08-09,0,1043
Tower Hamlets,E09000030,2020-08-09,1,913
Waltham Forest,E09000031,2020-08-09,0,1070
Wandsworth,E09000032,2020-08-09,3,1263
Westminster,E09000033,2020-08-09,3,869
Barking and Dagenham,E09000002,2020-08-10,4,794
Barnet,E09000003,2020-08-10,9,1738
Bexley,E09000004,2020-08-10,2,1122
Brent,E09000005,2020-08-10,7,1830
Bromley,E09000006,2020-08-10,5,1563
Camden,E09000007,2020-08-10,4,735
Croydon,E09000008,2020-08-10,4,1922
Ealing,E09000009,2020-08-10,6,1676
Enfield,E09000010,2020-08-10,2,1263
Greenwich,E09000011,2020-08-10,2,1003
Hackney and City of London,E09000012,2020-08-10,6,1034
Hammersmith and Fulham,E09000013,2020-08-10,5,824
Haringey,E09000014,2020-08-10,3,835
Harrow,E09000015,2020-08-10,5,1336
Havering,E09000016,2020-08-10,2,1022
Hillingdon,E09000017,2020-08-10,11,1195
Hounslow,E09000018,2020-08-10,8,1175
Islington,E09000019,2020-08-10,1,609
Kensington and Chelsea,E09000020,2020-08-10,4,623
Kingston upon Thames,E09000021,2020-08-10,3,775
Lambeth,E09000022,2020-08-10,4,1465
Lewisham,E09000023,2020-08-10,2,1276
Merton,E09000024,2020-08-10,2,977
Newham,E09000025,2020-08-10,5,1380
Redbridge,E09000026,2020-08-10,4,1221
Richmond upon Thames,E09000027,2020-08-10,3,568
Southwark,E09000028,2020-08-10,8,1525
Sutton,E09000029,2020-08-10,2,1045
Tower Hamlets,E09000030,2020-08-10,1,914
Waltham Forest,E09000031,2020-08-10,7,1077
Wandsworth,E09000032,2020-08-10,8,1271
Westminster,E09000033,2020-08-10,5,874
Barking and Dagenham,E09000002,2020-08-11,4,798
Barnet,E09000003,2020-08-11,4,1742
Bexley,E09000004,2020-08-11,2,1124
Brent,E09000005,2020-08-11,7,1837
Bromley,E09000006,2020-08-11,8,1571
Camden,E09000007,2020-08-11,5,740
Croydon,E09000008,2020-08-11,2,1924
Ealing,E09000009,2020-08-11,4,1680
Enfield,E09000010,2020-08-11,6,1269
Greenwich,E09000011,2020-08-11,3,1006
Hackney and City of London,E09000012,2020-08-11,11,1045
Hammersmith and Fulham,E09000013,2020-08-11,3,827
Haringey,E09000014,2020-08-11,5,840
Harrow,E09000015,2020-08-11,3,1339
Havering,E09000016,2020-08-11,4,1026
Hillingdon,E09000017,2020-08-11,6,1201
Hounslow,E09000018,2020-08-11,16,1191
Islington,E09000019,2020-08-11,3,612
Kensington and Chelsea,E09000020,2020-08-11,3,626
Kingston upon Thames,E09000021,2020-08-11,4,779
Lambeth,E09000022,2020-08-11,3,1468
Lewisham,E09000023,2020-08-11,3,1279
Merton,E09000024,2020-08-11,2,979
Newham,E09000025,2020-08-11,3,1383
Redbridge,E09000026,2020-08-11,4,1225
Richmond upon Thames,E09000027,2020-08-11,5,573
Southwark,E09000028,2020-08-11,0,1525
Sutton,E09000029,2020-08-11,1,1046
Tower Hamlets,E09000030,2020-08-11,4,918
Waltham Forest,E09000031,2020-08-11,11,1088
Wandsworth,E09000032,2020-08-11,4,1275
Westminster,E09000033,2020-08-11,5,879
Barking and Dagenham,E09000002,2020-08-12,8,806
Barnet,E09000003,2020-08-12,8,1750
Bexley,E09000004,2020-08-12,3,1127
Brent,E09000005,2020-08-12,10,1847
Bromley,E09000006,2020-08-12,5,1576
Camden,E09000007,2020-08-12,3,743
Croydon,E09000008,2020-08-12,5,1929
Ealing,E09000009,2020-08-12,4,1684
Enfield,E09000010,2020-08-12,2,1271
Greenwich,E09000011,2020-08-12,6,1012
Hackney and City of London,E09000012,2020-08-12,1,1046
Hammersmith and Fulham,E09000013,2020-08-12,5,832
Haringey,E09000014,2020-08-12,5,845
Harrow,E09000015,2020-08-12,4,1343
Havering,E09000016,2020-08-12,1,1027
Hillingdon,E09000017,2020-08-12,9,1210
Hounslow,E09000018,2020-08-12,6,1197
Islington,E09000019,2020-08-12,2,614
Kensington and Chelsea,E09000020,2020-08-12,5,631
Kingston upon Thames,E09000021,2020-08-12,4,783
Lambeth,E09000022,2020-08-12,6,1474
Lewisham,E09000023,2020-08-12,4,1283
Merton,E09000024,2020-08-12,7,986
Newham,E09000025,2020-08-12,6,1389
Redbridge,E09000026,2020-08-12,6,1231
Richmond upon Thames,E09000027,2020-08-12,11,584
Southwark,E09000028,2020-08-12,3,1528
Sutton,E09000029,2020-08-12,1,1047
Tower Hamlets,E09000030,2020-08-12,6,924
Waltham Forest,E09000031,2020-08-12,5,1093
Wandsworth,E09000032,2020-08-12,8,1283
Westminster,E09000033,2020-08-12,2,881
Barking and Dagenham,E09000002,2020-08-13,10,816
Barnet,E09000003,2020-08-13,6,1756
Bexley,E09000004,2020-08-13,3,1130
Brent,E09000005,2020-08-13,3,1850
Bromley,E09000006,2020-08-13,1,1577
Camden,E09000007,2020-08-13,3,746
Croydon,E09000008,2020-08-13,2,1931
Ealing,E09000009,2020-08-13,6,1690
Enfield,E09000010,2020-08-13,1,1272
Greenwich,E09000011,2020-08-13,1,1013
Hackney and City of London,E09000012,2020-08-13,6,1052
Hammersmith and Fulham,E09000013,2020-08-13,5,837
Haringey,E09000014,2020-08-13,5,850
Harrow,E09000015,2020-08-13,5,1348
